ingresos_mensuales,deuda_activa,historial_pagos,antiguedad_laboral,creditos_activos,monto_solicitado,atrasos_previos,dependientes_economicos,utilizacion_credito,en_riesgo
,9338.68,66.0,,0.0,34941.43,1.0,2.0,20.5,0
3254.98,11485.15,41.8,3.7,6.0,30406.93,7.0,0.0,40.0,1
2446.89,17842.38,66.9,1.0,1.0,24693.81,3.0,3.0,91.3,1
6344.85,10375.05,95.3,5.1,3.0,31212.64,6.0,5.0,97.3,0
5010.12,25956.51,61.7,,0.0,,5.0,3.0,95.4,1
,13189.24,,0.5,6.0,33018.47,4.0,0.0,1.7,1
11450.69,23886.09,71.6,0.9,3.0,26949.46,2.0,0.0,98.9,0
6236.56,6037.3,59.1,0.1,6.0,31231.88,2.0,1.0,54.6,0
10564.14,1738.52,,0.7,2.0,47980.46,3.0,1.0,54.2,1
,15939.14,73.5,1.1,0.0,19998.28,1.0,0.0,80.8,0
7283.28,3883.43,78.2,2.7,4.0,2753.36,4.0,5.0,71.7,1
6322.48,31664.42,63.8,15.9,1.0,11841.99,0.0,4.0,-0.3,0
1067.61,,61.7,1.2,4.0,12734.52,2.0,4.0,34.9,0
11070.68,8660.82,108.4,3.8,0.0,14424.64,5.0,5.0,41.8,0
6067.51,21722.58,89.4,7.6,1.0,14837.12,0.0,5.0,14.8,0
8888.54,12722.72,81.3,0.0,4.0,24716.81,0.0,1.0,79.9,0
4093.51,4334.51,65.9,9.6,4.0,27969.02,1.0,0.0,92.3,0
,36359.68,40.9,1.6,1.0,27840.06,6.0,4.0,51.7,1
3726.07,8985.3,87.8,4.2,1.0,16236.67,6.0,5.0,60.4,0
10455.2,16233.68,66.2,10.5,6.0,36926.8,0.0,4.0,51.7,0
7496.51,16117.27,50.3,1.0,0.0,31413.47,2.0,5.0,54.8,0
7674.57,24392.78,57.7,2.1,1.0,43975.7,0.0,3.0,83.3,0
10846.19,22161.17,41.7,0.3,6.0,35161.13,0.0,2.0,2.6,0
,10558.79,86.3,5.2,3.0,,7.0,0.0,65.6,0
8949.1,15067.56,78.0,3.6,0.0,40665.86,3.0,4.0,52.3,0
1950.47,15957.7,67.0,3.7,6.0,28283.03,6.0,1.0,32.0,1
4273.83,24740.64,62.1,3.1,2.0,34575.74,5.0,1.0,37.9,1
3287.56,7485.1,-5.2,0.7,5.0,33645.16,3.0,5.0,103.3,1
8828.11,36163.0,16.1,1.0,4.0,23508.16,6.0,3.0,14.8,1
7046.09,11167.35,31.9,8.2,2.0,26239.24,1.0,2.0,47.3,0
2050.36,17921.26,46.7,3.8,2.0,23423.5,3.0,4.0,97.6,1
5896.02,7560.1,43.4,9.1,3.0,14764.64,3.0,4.0,,1
1718.84,6316.57,69.4,,2.0,-736.34,4.0,2.0,39.2,1
6329.9,10130.14,80.9,11.7,1.0,16674.33,1.0,5.0,53.2,0
1202.81,9265.29,60.2,3.5,5.0,27389.99,5.0,0.0,63.6,1
,14271.69,94.0,2.4,4.0,38027.02,6.0,2.0,49.8,0
7709.48,9189.31,,2.1,4.0,34551.88,7.0,2.0,26.9,1
12605.44,24259.97,60.0,,5.0,21644.64,7.0,0.0,64.5,1
9213.19,,61.9,0.1,3.0,16837.88,5.0,4.0,49.2,0
5146.67,9955.66,87.0,5.3,6.0,22841.51,6.0,0.0,69.6,0
,14463.28,65.3,0.4,6.0,,5.0,4.0,77.9,0
2027.48,26935.55,65.9,6.3,6.0,-383.24,7.0,4.0,10.4,0
3420.09,19933.89,26.6,15.4,0.0,6458.26,0.0,2.0,80.9,1
7566.06,17102.79,43.2,1.9,0.0,41496.9,1.0,1.0,44.9,1
-406.4,5102.6,,3.3,3.0,47287.42,3.0,5.0,75.1,1
6381.09,7715.62,17.3,12.5,4.0,34047.29,4.0,4.0,65.8,1
3235.16,6494.31,,0.8,1.0,24302.17,7.0,0.0,103.9,1
,29761.66,74.0,19.2,0.0,8284.24,0.0,4.0,52.2,0
3051.24,22775.07,,10.5,0.0,23066.42,1.0,0.0,40.7,0
7857.59,10245.42,,1.9,3.0,,6.0,3.0,37.6,1
6561.85,12920.66,104.7,3.8,6.0,34958.58,2.0,1.0,23.0,0
10981.17,10572.39,94.1,3.5,3.0,33265.73,0.0,3.0,74.6,0
6521.55,10027.25,60.4,9.3,5.0,39514.82,5.0,4.0,21.2,0
4040.34,22142.71,66.0,2.8,0.0,48315.43,7.0,4.0,74.4,1
5709.97,15412.17,48.8,4.7,1.0,20139.73,7.0,4.0,45.7,1
,36730.51,66.0,0.7,4.0,58663.74,6.0,4.0,,0
7799.64,29253.24,48.2,5.9,2.0,760.75,0.0,4.0,93.7,1
8387.52,,61.3,1.6,0.0,15660.26,1.0,5.0,-42.5,0
14401.43,24042.21,102.8,3.3,1.0,27400.0,6.0,5.0,49.7,1
4510.12,14196.07,60.9,4.0,5.0,31588.31,5.0,4.0,58.6,0
5643.06,23380.12,39.9,0.1,4.0,22820.37,1.0,2.0,-12.6,1
,14860.51,32.9,1.5,5.0,19050.81,3.0,1.0,64.4,1
7178.76,32672.48,65.8,11.0,2.0,51431.02,6.0,1.0,,1
7721.41,21638.51,46.3,2.5,6.0,18477.73,7.0,3.0,45.0,1
6329.2,20361.24,,4.1,6.0,12767.51,7.0,3.0,89.6,1
9976.24,19143.65,27.4,0.4,2.0,45289.91,3.0,2.0,56.0,1
4525.67,33662.4,78.2,21.3,1.0,35189.83,6.0,2.0,42.2,1
9655.76,5096.25,,14.6,6.0,38136.61,0.0,4.0,47.2,0
8223.19,34544.59,64.0,3.4,2.0,27350.45,7.0,3.0,101.7,1
6461.5,16324.62,55.6,0.1,3.0,8488.16,1.0,0.0,63.3,0
5492.2,5344.66,100.8,8.8,6.0,26015.44,7.0,0.0,27.3,0
14265.34,11230.11,66.8,2.5,1.0,6835.75,0.0,1.0,38.3,0
3885.57,3142.73,105.8,1.5,6.0,27907.68,7.0,2.0,18.7,0
7453.39,23882.91,75.3,3.5,1.0,32840.84,4.0,4.0,39.4,0
4099.3,8655.36,94.4,14.8,2.0,37905.04,4.0,2.0,97.0,0
12213.99,19518.01,58.4,2.1,2.0,23891.34,5.0,2.0,47.3,0
9337.84,28207.95,70.6,1.0,3.0,33977.08,3.0,0.0,14.6,1
4329.28,11951.85,89.8,10.3,1.0,14153.85,7.0,0.0,64.1,1
8140.3,15587.07,,3.4,6.0,36599.58,0.0,5.0,41.0,0
7324.63,6269.7,74.7,2.3,4.0,33094.94,5.0,5.0,67.7,1
4846.8,14504.79,55.8,3.4,4.0,15396.91,1.0,0.0,45.2,0
8926.13,41166.21,59.5,2.0,5.0,31364.35,0.0,2.0,92.5,0
7745.78,25001.4,88.0,3.0,4.0,38076.65,5.0,5.0,26.5,0
7190.24,15617.43,,6.9,4.0,25943.75,5.0,4.0,19.4,0
6365.86,12494.81,50.0,1.0,4.0,15129.85,1.0,0.0,,0
7879.37,17616.3,46.6,2.0,5.0,27133.07,5.0,2.0,-4.1,1
7234.04,19170.46,43.1,,6.0,31629.41,7.0,5.0,47.2,1
6689.1,14228.37,81.3,2.3,1.0,,5.0,1.0,74.4,1
4448.75,22770.53,42.6,6.7,3.0,12908.27,1.0,3.0,-9.4,1
,,81.0,0.6,1.0,31259.47,0.0,1.0,53.8,0
,9374.51,75.0,3.5,1.0,34879.82,0.0,1.0,10.1,0
7868.44,21331.76,51.0,0.3,6.0,50797.09,4.0,5.0,0.3,1
5475.23,7482.22,97.4,,3.0,32988.72,1.0,1.0,22.2,0
12130.55,24561.16,30.8,0.4,4.0,10491.02,2.0,3.0,46.9,0
3608.86,17871.47,99.5,2.5,5.0,49477.4,0.0,2.0,32.2,0
4147.16,1548.82,70.0,5.4,0.0,37659.85,3.0,3.0,83.0,1
3396.58,18985.49,17.4,3.5,3.0,936.75,1.0,4.0,54.3,1
7535.09,2833.68,98.0,5.2,1.0,12636.52,3.0,3.0,38.3,0
2106.24,24240.26,84.4,2.8,2.0,19101.3,4.0,0.0,15.3,1
4968.71,15761.57,53.6,0.3,1.0,35057.18,7.0,1.0,58.3,0
-387.57,34659.76,,,4.0,-3553.46,2.0,1.0,109.6,1
7269.35,27641.82,28.5,0.2,0.0,,2.0,4.0,32.3,1
4899.31,8453.77,116.1,3.4,3.0,34372.59,6.0,4.0,35.6,1
,-186.66,42.7,8.1,2.0,-9009.35,7.0,0.0,22.3,1
9973.95,11204.09,35.2,0.8,6.0,0.0,3.0,3.0,85.2,1
2315.47,7008.67,68.9,10.2,5.0,35403.32,2.0,2.0,78.0,0
9050.22,34431.64,27.0,1.5,2.0,14840.17,5.0,2.0,39.5,1
,17907.17,41.4,0.3,2.0,,6.0,5.0,35.2,1
11625.03,26400.77,84.9,,5.0,14652.48,5.0,0.0,25.6,0
8898.56,15434.72,73.2,0.7,4.0,-7065.17,5.0,4.0,43.9,0
3274.25,16382.99,54.5,7.7,3.0,21085.72,1.0,3.0,80.6,1
3565.34,17706.36,63.4,3.0,0.0,27635.16,2.0,1.0,53.2,0
8437.68,27958.85,53.3,3.6,0.0,10367.96,0.0,1.0,88.1,0
5660.39,20804.62,61.6,,4.0,36664.59,3.0,0.0,31.8,1
5958.1,8484.0,46.2,3.8,3.0,,6.0,3.0,-12.8,1
10571.16,32602.63,50.2,0.7,5.0,28120.21,1.0,3.0,124.9,0
4104.2,15364.66,49.6,1.0,0.0,20176.04,5.0,1.0,58.0,1
6792.14,13900.32,47.0,8.3,1.0,33916.53,3.0,2.0,73.8,1
9554.81,-7465.55,86.0,1.3,5.0,40486.73,1.0,5.0,29.9,0
9089.18,23709.6,79.9,0.9,6.0,20109.78,1.0,4.0,13.8,0
5989.24,18909.11,42.5,7.8,5.0,34132.38,5.0,3.0,56.3,1
,18899.33,36.7,6.1,0.0,34264.33,6.0,0.0,-3.8,1
935.79,14374.58,59.5,7.7,0.0,30014.45,2.0,3.0,44.5,0
3120.02,12823.04,110.4,0.4,6.0,45124.65,7.0,2.0,80.6,1
7518.75,14673.78,,0.6,3.0,16282.12,0.0,5.0,64.6,1
6058.78,22168.45,59.5,,3.0,19941.42,4.0,1.0,59.1,1
6739.77,23752.06,65.0,3.2,6.0,15676.49,1.0,5.0,100.8,1
9825.61,15920.72,60.6,,1.0,33700.26,7.0,5.0,62.5,0
2700.57,26540.44,52.9,5.2,1.0,21730.16,6.0,4.0,-1.3,1
5744.22,17289.23,,10.4,4.0,16651.01,0.0,3.0,47.8,0
7103.88,13461.96,73.0,5.2,6.0,,3.0,3.0,105.9,1
4246.69,19785.74,81.6,13.7,2.0,46714.07,5.0,5.0,43.3,0
11080.73,5765.52,76.0,1.4,1.0,21055.69,4.0,5.0,104.2,1
9407.48,20094.46,82.7,1.1,0.0,8591.1,3.0,4.0,80.7,0
7428.43,4120.36,97.9,0.8,0.0,47362.21,1.0,1.0,40.6,0
12241.54,8750.46,92.3,7.4,2.0,30648.77,4.0,2.0,21.7,0
1703.54,-168.22,114.1,11.2,3.0,30048.67,0.0,4.0,61.5,0
6475.28,16423.95,89.8,5.3,3.0,26260.01,2.0,0.0,87.6,0
7672.28,32486.7,48.3,,1.0,15396.19,1.0,4.0,7.8,1
3573.42,16946.31,,1.2,4.0,20040.57,5.0,2.0,55.4,1
7462.29,23792.27,78.6,0.1,6.0,33132.64,3.0,3.0,-5.2,1
2958.94,,105.2,17.5,1.0,19629.28,3.0,5.0,42.5,1
8709.78,21636.5,,2.0,4.0,30195.8,6.0,5.0,5.7,1
9885.07,11113.09,75.3,0.5,3.0,25160.39,3.0,2.0,67.7,0
7371.47,12351.88,48.0,4.8,4.0,12317.36,6.0,4.0,32.7,1
571.05,18005.92,74.3,1.3,0.0,44453.57,7.0,0.0,84.4,1
3406.26,12303.95,58.3,14.1,4.0,32128.4,1.0,4.0,36.9,0
8307.07,12977.22,73.5,4.8,5.0,28967.77,5.0,0.0,34.3,0
6567.84,26867.29,32.0,5.4,4.0,31660.25,0.0,5.0,6.8,1
-2120.81,27235.41,80.5,3.8,5.0,,5.0,1.0,62.9,0
10477.06,3177.97,67.5,,5.0,19081.84,1.0,4.0,65.8,0
6937.3,10636.47,66.3,0.4,6.0,6672.39,2.0,3.0,78.3,0
3878.96,13823.96,105.9,2.5,4.0,26496.23,6.0,1.0,,1
9683.86,23391.8,54.6,12.4,3.0,28910.95,1.0,5.0,63.2,0
4331.87,28287.68,70.5,0.1,5.0,26696.07,4.0,1.0,68.7,0
4296.95,42317.71,65.2,,4.0,39143.07,6.0,5.0,71.5,1
,13808.94,67.4,4.4,3.0,7031.77,6.0,3.0,77.4,1
12199.32,14258.44,111.9,1.4,4.0,15408.99,1.0,2.0,9.2,0
,23297.13,64.4,,2.0,29972.18,2.0,1.0,39.1,0
7651.08,11860.05,50.5,1.6,4.0,28167.24,4.0,0.0,6.6,0
,16731.34,104.2,0.5,3.0,9214.83,4.0,4.0,61.3,0
9032.8,14264.66,56.2,2.4,0.0,39358.36,1.0,4.0,97.6,0
2477.65,-5594.89,27.7,1.3,3.0,43518.67,4.0,5.0,77.1,1
8561.27,19109.1,46.7,14.5,6.0,,0.0,5.0,35.0,1
4150.96,16358.75,35.6,1.5,2.0,6891.14,5.0,1.0,66.2,1
7519.13,29441.08,23.4,1.6,4.0,26916.7,5.0,3.0,61.8,1
5772.1,18049.41,55.0,1.9,2.0,29084.11,3.0,5.0,58.5,0
8103.87,6707.27,61.5,4.8,1.0,21737.89,1.0,3.0,15.5,0
6877.93,15677.11,89.0,4.2,2.0,41166.94,1.0,4.0,88.8,0
-3333.7,-819.75,76.8,,6.0,23608.74,5.0,4.0,19.0,0
7072.45,7101.74,75.8,,0.0,50254.51,3.0,5.0,41.7,1
8554.89,23719.55,43.3,,4.0,34397.41,7.0,2.0,78.9,1
7926.97,15773.94,82.5,12.7,5.0,28312.96,7.0,1.0,41.5,0
6171.72,,93.6,0.4,1.0,36045.13,3.0,5.0,54.2,1
11754.92,297.97,71.7,0.8,5.0,43370.62,2.0,2.0,55.3,0
7496.39,15817.85,72.3,0.7,4.0,35788.62,6.0,1.0,53.8,0
7900.55,13720.39,35.2,9.3,2.0,24089.98,5.0,3.0,55.2,1
,26602.64,86.2,8.3,1.0,17080.96,1.0,5.0,58.0,0
7660.3,24054.86,102.2,7.0,6.0,11534.71,7.0,4.0,54.1,0
3626.34,23780.27,70.1,18.5,1.0,-4288.63,1.0,2.0,26.9,0
-1302.68,31872.69,49.9,,6.0,27090.8,4.0,5.0,8.6,1
4973.21,14687.22,59.4,0.1,4.0,20347.96,1.0,0.0,79.9,0
8935.03,30015.73,53.8,0.4,5.0,20990.46,3.0,5.0,81.2,1
5370.09,8602.14,55.1,1.2,2.0,37346.29,4.0,1.0,150.0,0
9063.77,,77.3,5.0,0.0,23655.13,0.0,1.0,,0
6975.93,24774.72,69.1,5.5,4.0,47741.24,2.0,1.0,26.4,0
10621.81,4457.33,85.1,0.1,2.0,18122.8,6.0,2.0,-16.3,0
5555.31,23154.89,71.2,7.6,3.0,13348.59,7.0,0.0,45.0,1
7996.37,18911.82,44.0,6.4,3.0,9908.36,7.0,4.0,-1.1,1
8118.83,27646.67,,1.4,2.0,33673.01,6.0,0.0,57.2,0
11305.13,17465.0,50.6,12.1,5.0,38817.83,7.0,0.0,88.5,1
1038.76,18504.44,58.9,7.7,3.0,-1255.81,1.0,0.0,34.7,0
5033.09,22583.38,102.5,1.6,4.0,12232.21,1.0,5.0,36.4,0
9215.25,12036.15,106.0,0.3,4.0,43363.31,3.0,0.0,23.8,0
11446.87,11644.14,81.4,2.6,4.0,7595.18,7.0,4.0,53.2,0
7268.23,22269.86,65.6,3.9,2.0,37122.64,6.0,3.0,51.1,0
,17736.41,33.0,0.6,5.0,18148.22,2.0,4.0,23.5,0
8922.78,14334.17,,2.5,1.0,29765.14,0.0,2.0,77.6,0
9279.85,17254.94,45.6,8.7,6.0,37923.06,4.0,5.0,127.7,1
5349.08,32351.04,98.9,3.5,5.0,30715.07,2.0,2.0,85.3,1
7556.98,14012.83,27.7,,3.0,21456.93,1.0,1.0,48.9,0
10277.69,13751.82,71.5,1.8,1.0,41753.17,1.0,5.0,48.6,0
12549.47,2633.0,43.8,8.9,6.0,28469.22,1.0,2.0,37.6,0
8876.34,17618.82,62.8,1.8,3.0,69190.11,2.0,0.0,37.0,0
6641.24,23911.95,77.7,,5.0,4538.14,4.0,3.0,78.8,1
6326.96,25525.78,85.5,4.2,0.0,4360.88,1.0,1.0,80.0,0
8283.67,18973.96,61.7,0.5,2.0,36931.13,3.0,4.0,19.3,1
6129.85,26602.5,79.7,2.1,2.0,24618.99,7.0,0.0,62.3,1
7106.85,24581.07,48.4,7.4,5.0,34511.31,7.0,4.0,83.1,1
3114.8,28016.55,68.4,1.2,3.0,11819.43,6.0,4.0,42.2,0
10650.58,26858.72,85.0,7.7,0.0,25649.59,2.0,0.0,46.1,0
2851.41,32129.8,70.3,0.5,4.0,30487.81,1.0,3.0,71.5,0
5117.24,16472.76,51.4,0.5,1.0,18475.47,7.0,3.0,72.3,0
6812.3,6056.48,,2.8,3.0,27781.96,3.0,5.0,64.0,0
,23973.47,85.3,4.9,6.0,8661.69,3.0,1.0,59.1,0
5147.41,25024.98,39.0,8.5,3.0,29737.87,3.0,2.0,62.9,1
4368.75,32129.96,42.2,6.3,3.0,42345.38,1.0,2.0,44.2,0
4737.39,29531.61,76.2,5.7,0.0,0.0,5.0,2.0,20.7,0
11808.47,35509.25,53.3,5.3,3.0,9424.56,1.0,5.0,8.4,0
-2499.51,23578.69,31.0,1.5,6.0,39279.05,1.0,3.0,68.7,0
3291.24,20059.3,92.7,8.4,6.0,9212.35,6.0,0.0,55.0,1
15240.12,5535.15,38.8,2.0,6.0,35087.21,5.0,5.0,,1
8390.82,20772.87,58.6,3.1,2.0,25664.18,6.0,0.0,28.8,0
2960.85,13027.47,49.4,7.8,0.0,19986.14,5.0,5.0,54.9,1
6365.86,19903.59,56.5,1.0,1.0,42598.3,0.0,2.0,54.2,0
6715.85,18490.62,43.5,2.0,1.0,36137.77,3.0,4.0,87.8,1
9207.6,22245.6,78.7,1.7,0.0,28356.59,3.0,5.0,75.8,1
12386.41,17124.02,65.4,30.6,4.0,-832.0,2.0,5.0,31.3,0
7743.37,26415.18,84.6,,3.0,33547.04,3.0,0.0,66.1,0
4772.68,-6508.39,49.6,,5.0,12149.68,3.0,2.0,31.1,1
9018.67,19709.94,109.9,1.0,1.0,22343.42,4.0,0.0,-21.2,0
4265.59,28822.41,21.1,1.3,4.0,25088.01,7.0,3.0,100.3,1
3193.32,34830.44,28.1,7.5,0.0,-768.22,5.0,2.0,41.5,1
868.29,24587.65,101.6,2.2,5.0,21961.1,7.0,5.0,81.1,1
1491.59,33163.95,73.4,1.1,5.0,7926.74,6.0,3.0,33.5,1
3631.38,19520.42,70.5,8.4,1.0,42635.72,5.0,2.0,29.4,1
2731.07,18025.76,72.5,3.3,2.0,,2.0,0.0,36.7,0
7502.36,22764.74,75.6,7.1,3.0,,4.0,1.0,59.1,0
2661.91,17971.25,69.6,7.8,4.0,42861.02,0.0,4.0,56.9,0
-3559.73,10958.78,41.8,3.4,3.0,45678.51,7.0,0.0,65.9,1
3159.48,13362.84,81.0,9.4,0.0,14299.19,1.0,5.0,38.1,0
4990.05,7990.62,77.5,1.5,2.0,8308.12,1.0,3.0,53.1,0
4562.56,22755.39,94.4,0.2,3.0,0.0,7.0,3.0,28.4,1
11362.48,18102.53,101.8,2.2,4.0,21850.39,0.0,2.0,93.1,0
4536.66,14757.42,70.3,2.5,4.0,22938.66,4.0,0.0,,0
9318.96,12899.85,36.0,5.0,4.0,11539.97,4.0,1.0,29.0,1
6439.26,22545.51,102.0,3.6,3.0,32006.76,1.0,3.0,40.1,0
,25024.03,40.6,10.6,3.0,29825.57,3.0,2.0,118.9,1
3826.78,7825.37,70.4,12.9,2.0,23134.02,6.0,1.0,73.5,1
6311.9,6410.84,57.4,4.4,1.0,8339.89,5.0,4.0,28.1,0
4051.69,26590.59,53.5,9.3,2.0,39509.8,4.0,2.0,75.0,1
7044.08,5623.8,,14.0,3.0,28068.45,4.0,2.0,66.4,0
5744.0,22927.38,68.4,4.5,0.0,38414.12,2.0,4.0,59.7,0
3477.19,32552.18,74.3,,1.0,-236.15,4.0,0.0,71.5,0
,32573.11,45.1,8.0,0.0,25681.88,0.0,0.0,53.6,0
7865.89,24640.85,59.2,9.5,2.0,16397.21,0.0,1.0,56.8,0
5066.2,24379.29,46.1,10.8,3.0,25433.77,6.0,0.0,8.5,1
6965.58,38267.17,58.6,0.5,1.0,36318.53,1.0,2.0,92.4,0
6231.77,-3009.56,60.4,3.4,0.0,29439.37,5.0,0.0,39.5,0
3723.71,13820.98,103.6,2.8,3.0,25217.47,0.0,3.0,17.4,0
6725.59,25636.43,57.3,7.2,1.0,25153.37,2.0,0.0,37.9,0
4512.76,14964.42,16.2,3.4,6.0,6282.82,7.0,1.0,39.0,1
3476.21,29158.0,93.7,14.3,1.0,14121.18,2.0,1.0,29.6,0
1307.14,17645.81,72.9,10.9,3.0,38455.45,7.0,3.0,73.8,1
5352.46,19185.69,60.1,0.1,5.0,18933.56,2.0,2.0,79.3,0
8314.31,15527.93,,5.3,0.0,38685.03,5.0,4.0,-2.9,0
4277.09,13297.4,42.2,2.9,3.0,34916.45,5.0,4.0,37.6,1
14566.27,13076.01,105.6,1.6,3.0,35550.46,5.0,2.0,39.6,0
9334.19,20440.5,64.1,7.2,3.0,28994.97,2.0,0.0,47.2,0
10673.86,11028.92,24.8,2.5,6.0,19767.9,6.0,5.0,,1
9044.78,26578.84,70.2,2.7,4.0,23186.18,2.0,2.0,29.2,0
12429.17,23879.03,89.5,3.0,2.0,32684.63,6.0,3.0,95.7,0
3981.59,27894.75,66.4,,2.0,-507.37,3.0,5.0,47.9,1
-1694.36,7839.68,43.2,3.2,4.0,39925.32,6.0,3.0,96.0,1
5072.4,2704.71,41.2,0.3,2.0,18998.57,7.0,3.0,43.3,1
8286.3,17962.33,42.8,7.4,4.0,23964.59,6.0,2.0,40.0,1
6984.85,44089.21,96.5,5.1,2.0,24068.05,3.0,4.0,51.4,1
7381.51,29395.88,61.4,0.7,0.0,24522.01,3.0,1.0,88.2,1
10726.91,13009.98,26.1,1.8,3.0,9236.3,3.0,2.0,56.4,1
7722.58,21820.61,71.5,3.4,1.0,26820.7,2.0,2.0,57.9,0
9056.52,24548.28,66.1,7.5,2.0,32132.38,3.0,0.0,69.8,0
3493.4,5684.51,53.1,1.3,2.0,,3.0,1.0,27.4,1
2994.74,30326.63,40.6,14.3,0.0,9390.57,5.0,1.0,61.4,1
11665.16,16493.18,39.6,1.3,2.0,35750.38,7.0,0.0,34.4,1
6822.88,17183.87,86.9,1.1,6.0,33517.57,7.0,4.0,93.2,1
4505.67,18214.06,68.4,13.5,2.0,28584.89,4.0,4.0,63.7,1
4511.54,28300.86,73.5,11.4,5.0,16814.22,7.0,5.0,71.4,1
4422.81,11203.36,,1.4,2.0,33587.35,7.0,0.0,-5.1,0
4231.33,2637.27,70.2,4.5,0.0,10565.19,3.0,2.0,71.8,0
2393.93,20906.6,,7.4,5.0,23351.97,3.0,3.0,47.0,0
1698.65,-392.92,,0.1,6.0,-1682.25,3.0,2.0,11.8,1
5875.99,15290.07,88.6,3.2,1.0,,0.0,0.0,54.7,0
4602.64,28681.87,94.1,6.6,1.0,12635.31,2.0,2.0,9.5,0
10042.91,23211.85,36.1,16.4,6.0,34069.73,3.0,0.0,69.1,1
7437.85,27381.2,,5.4,0.0,30198.18,6.0,0.0,92.2,1
7349.02,23583.16,81.5,0.9,6.0,18153.09,2.0,4.0,1.9,0
4122.01,39693.01,104.4,,1.0,38083.59,5.0,0.0,51.2,1
6112.71,12705.84,,0.7,6.0,13524.22,2.0,1.0,47.4,0
7655.2,21583.19,45.5,,6.0,24576.59,2.0,5.0,-3.7,0
8791.83,14056.92,91.1,,1.0,17622.14,0.0,5.0,77.7,0
6199.55,26611.21,64.3,3.5,1.0,33908.46,4.0,0.0,69.5,1
9953.2,17445.83,86.0,9.0,0.0,32721.31,0.0,2.0,108.7,0
,33469.6,80.3,3.7,5.0,40623.48,1.0,2.0,65.9,0
9037.11,13222.66,35.2,0.4,2.0,25995.81,4.0,3.0,27.4,1
,30664.14,75.1,3.4,4.0,-10515.16,5.0,4.0,66.4,1
699.72,23338.26,,11.8,4.0,19829.58,3.0,0.0,88.0,1
7358.75,17707.85,62.6,0.6,3.0,43783.12,2.0,2.0,39.0,0
8821.04,22881.98,57.6,,1.0,21100.06,7.0,1.0,75.9,1
8341.11,20351.38,28.4,9.3,2.0,1989.57,2.0,5.0,-13.9,1
7851.0,21203.59,78.0,0.9,3.0,30391.98,2.0,1.0,93.3,0
5384.52,16138.16,67.6,0.7,0.0,31288.71,0.0,0.0,74.4,0
3918.41,11685.7,42.7,8.4,2.0,16273.61,2.0,3.0,-19.2,1
8265.53,14984.36,55.8,20.1,4.0,22039.01,1.0,5.0,62.7,0
7864.63,2851.7,66.4,0.0,2.0,14832.45,2.0,4.0,-3.6,0
4705.12,25577.53,50.7,4.6,2.0,31270.84,1.0,0.0,34.9,0
10050.16,6883.52,63.1,3.2,5.0,,1.0,4.0,71.0,0
3674.83,16041.18,24.5,1.7,3.0,11010.7,5.0,1.0,48.2,1
4632.73,23832.41,92.7,,5.0,24885.47,3.0,0.0,87.2,1
11736.56,25554.57,63.4,0.6,0.0,,5.0,3.0,53.8,0
9279.46,2028.13,38.8,2.1,6.0,42532.73,4.0,4.0,51.0,1
5354.37,17173.37,8.9,9.3,5.0,35724.37,4.0,5.0,82.8,1
7419.62,22137.7,85.6,0.5,5.0,23532.65,3.0,3.0,42.5,0
6995.34,18468.14,75.3,12.4,4.0,25972.77,3.0,2.0,51.3,1
-2285.96,30096.67,67.6,5.2,3.0,37165.31,2.0,3.0,55.0,0
3599.28,10603.74,82.0,0.3,3.0,22916.68,7.0,1.0,50.1,1
6337.29,-441.37,81.9,6.6,4.0,34100.71,3.0,0.0,84.5,1
5358.84,25292.93,67.3,1.9,3.0,42728.63,7.0,2.0,,0
7290.73,13166.22,,,5.0,19109.42,6.0,1.0,28.8,0
10114.34,2173.13,53.8,4.6,2.0,44753.74,4.0,0.0,22.3,1
5471.09,16573.39,72.3,4.2,5.0,41261.4,6.0,4.0,-8.0,1
3115.5,29075.02,93.7,17.3,2.0,27982.71,5.0,5.0,93.5,1
7539.53,6630.73,60.7,7.0,3.0,19673.06,6.0,4.0,26.8,0
5454.81,39023.96,95.5,3.3,0.0,27833.34,6.0,5.0,45.3,1
6000.6,10459.07,71.2,2.6,6.0,22065.99,5.0,2.0,95.6,0
5566.32,18783.1,71.4,1.8,4.0,15486.74,5.0,4.0,48.0,1
13673.88,7027.81,115.9,0.1,1.0,31387.3,6.0,1.0,66.4,0
-670.25,18374.49,99.4,8.7,0.0,12717.71,1.0,2.0,12.2,0
5257.33,16796.27,,1.9,5.0,20937.34,7.0,0.0,91.2,0
6488.2,,45.5,5.7,0.0,21095.18,4.0,3.0,48.6,1
4000.34,,111.2,3.3,3.0,8616.89,0.0,2.0,23.5,0
,13541.97,61.2,6.9,0.0,32901.66,1.0,3.0,23.5,0
9102.42,13549.84,58.0,2.3,4.0,22259.94,6.0,5.0,99.3,1
6347.19,26721.32,15.5,10.0,1.0,40586.12,6.0,0.0,35.6,1
5633.84,34328.29,70.2,3.0,2.0,22064.16,5.0,2.0,24.1,0
6141.74,28137.93,39.2,0.3,3.0,20120.86,5.0,2.0,39.9,1
6164.68,7189.38,72.0,1.8,2.0,14144.29,6.0,4.0,53.3,0
6249.21,19925.18,37.4,3.5,4.0,25468.35,7.0,3.0,56.3,1
5898.4,1067.65,102.5,10.2,3.0,25536.14,6.0,4.0,64.4,0
7307.84,26115.35,75.1,2.9,2.0,,1.0,5.0,58.6,0
